PWK	C57	AJ	129	WSB	CAS	NZO	NOD
Rpl32	0.97	1.06	1.06	-0.04	1.02	0.99	1.05	0.96
Epb41.1	0.97	0.97	1.21	0.09	1.15	0.97	1.09	0.99
Fbn1	1.16	1.06	0.95	0.14	0.98	1.03	0.86	1.2
Dnaja2	1.01	0.97	0.99	-0.07	0.99	0.93	1.08	1.08
Tmpo	0.91	1.06	0.84	-0.33	0.98	1.07	0.83	0.98
Atp6v0d1	1.04	0.98	1.13	-0.09	1.09	1.07	1.34	0.91
Ppan	1.41	0.98	0.81	-0.08	0.96	1.12	0.99	0.99
Sub1	0.87	0.98	0.72	0.04	0.87	0.92	0.76	1.46
Lmo7	0.95	1.06	0.98	-0.11	1.02	1.01	0.83	0.98
Bckdk	0.97	1.06	1.19	0.14	1.04	1.07	0.9	1.12
Gm10073	0.97	1.06	0.96	-0.12	1.01	0.98	1.04	1.01
Col5a1	1	0.98	0.92	-0.03	0.81	0.8	0.8	1.13
Sco1	1.14	1.06	1.11	0.21	0.92	0.97	1.23	1.09
Exoc2	1	1.06	1.01	-0.04	0.94	0.98	0.97	0.9
Rbfox2	0.88	1.06	1.04	-0.23	1.07	1.03	0.78	0.98
Znf22	0.91	0.98	0.85	-0.29	0.96	0.98	0.79	0.98
Myo1d	1.06	0.98	0.95	0.07	1	0.92	0.99	1.02
Vps36	1	0.98	1	-0.1	1.09	0.96	0.76	1.06
Gcn1	0.95	0.98	0.93	-0.08	1.04	0.99	0.86	1.02
Plekha7	0.91	0.98	1.04	-0.42	0.88	0.86	0.72	1.09
Rpl37a	0.97	1.06	1.03	-0.11	1.02	0.99	0.95	0.96
Serpinh1	1.13	1.06	0.91	0.22	0.98	0.83	1.02	0.96
Srsf6	1.06	0.98	1.04	-0.11	0.91	0.97	1.01	1.01
Ncln	0.96	0.98	1.02	0.14	0.98	1	1.15	0.97
Hadha	1.23	1.06	1	0.04	0.94	1.02	0.85	1.17
Kif5b	0.99	0.98	1	-0.08	0.96	1.02	0.99	0.97
Rps6	0.95	0.98	0.98	-0.13	0.95	0.91	0.93	0.99
H1f0	0.86	1.06	0.84	-0.43	1.02	1.06	0.74	0.87
Fxr2	1	0.98	1.01	-0.09	0.99	1.02	0.91	1.03
Eif3h	0.98	0.98	1.01	-0.05	0.96	0.87	1.1	1.05
Epb41l2	1.12	1.06	1.04	0.03	0.73	0.87	1.02	1.06
Nnt	1.19	0.98	1.42	0.59	0.97	0.83	1.73	0.82
Arhgap17	0.92	0.98	0.92	-0.05	1.09	1.05	0.81	1.03
Gstk1	1.29	0.98	1.07	0.53	0.99	0.84	0.67	1.15
Slc25a22	1.07	0.98	0.99	-0.07	1.13	1.02	0.9	1.06
Fmnl3	1.06	1.06	1.01	-0.07	0.98	1.05	0.98	1.08
Hadhb	1.2	1.06	1.01	0.06	0.95	1	0.89	1.18
Adck1	0.99	0.98	1.04	0.05	0.96	0.96	1.18	0.98
Surf6	0.83	0.98	0.9	-0.16	1.09	1.13	0.86	1
Hist2h3c1	0.91	1.06	0.81	-0.36	1.05	1.01	0.84	0.93
Cavin1	1.02	1.06	0.96	-0.18	0.9	0.89	0.91	0.98
Sart1	0.91	0.98	0.92	-0.22	0.99	1.07	0.9	1.04
Drg1	0.94	0.98	1	-0.08	1	0.98	0.98	0.98
Mrps9	1.23	1.06	1.11	0.05	1.01	1.06	1	1.06
Twf1	0.99	0.98	1.03	-0.15	1.06	1.1	1.03	1
Clasp2	1	1.06	0.94	-0.16	0.95	1.06	0.89	1.01
Rars	1.03	0.98	0.97	-0.02	1.07	1.05	0.85	0.96
Hspg2.1	0.99	1.06	0.97	-0.01	1.01	0.95	0.84	0.99
NA..3	0.94	1.06	1.05	-0.28	0.87	1.4	0.87	0.96
Smchd1	0.88	1.06	1.02	-0.11	1.04	1.06	0.9	0.96
Mrpl44	1.17	1.06	1.26	0.05	1.08	0.94	1.02	1
Taf9b	1.04	0.98	0.91	-0.13	1.01	1.22	0.8	0.99
Rpl11	0.98	1.06	0.96	-0.04	1.03	0.97	0.98	0.96
Cmc1	1.09	0.98	0.96	0.42	1.13	0.9	0.87	1
Larp7	1.01	0.98	0.91	-0.11	0.98	1.07	0.87	0.98
Mgst3	0.84	0.98	1.07	-0.12	1.03	1.02	0.75	1
Nup205	0.89	1.06	0.91	-0.2	0.99	1.1	0.85	0.93
Ppl	0.97	1.06	1.77	-0.05	1.02	1.11	1.03	1.09
Smad4	0.99	1.06	1.07	0.02	0.99	1	0.91	0.99
Glg1	0.95	0.98	1.03	-0.16	1.04	1	1.01	1.04
Icam2	1.09	0.98	1.09	0.21	0.96	0.73	1.11	0.98
Immt	0.98	0.98	1.03	-0.02	0.99	1.04	0.96	1
Opa3	1.06	1.06	1.05	0	1	1.1	0.98	1.06
Nono	0.95	1.06	0.88	-0.19	1.02	1.06	0.84	1
Ehd2	1.07	0.98	1.03	0	0.97	0.95	0.94	1.08
Sorbs2.2	0.96	1.06	0.94	-0.18	1.18	1.05	1.06	1.05
Obscn.2	0.97	1.06	1	-0.03	1.05	1.05	0.97	1
Hnrnpa1	0.92	1.06	0.89	-0.28	1.01	1	0.81	0.98
Rock2	0.96	0.98	0.94	-0.1	0.99	1.03	0.88	1
Mrpl39	1.3	1.06	1.12	0.14	0.88	0.93	1.09	1.11
Ranbp2	0.86	0.98	0.85	-0.26	1.04	1.07	0.77	0.99
Fam98a	0.95	1.06	1.1	-0.05	1.01	1.05	1.01	0.99
Sorbs1.4	0.89	0.98	1	-0.14	1.07	0.97	0.88	0.92
Abcf2	0.96	1.06	0.95	-0.03	0.98	0.98	0.94	0.98
Hnrnpa0	0.89	0.98	0.89	-0.21	1.03	1.01	0.87	1.01
Rmnd1	0.97	1.06	1.18	0.18	0.97	1.03	1.15	1.03
Actr2	1.21	0.98	1.06	0.17	1.01	0.94	1.12	0.95
Ubtf	0.94	0.98	0.89	-0.16	0.96	1.04	0.92	1
Cpeb3	1.1	0.98	1.32	-0.17	0.95	1.02	1.14	0.99
Tcap	0.91	1.05	1.05	-0.09	1.1	1.14	1.16	0.83
Skp1	0.97	1.05	0.97	-0.15	1.03	1.03	1.02	0.99
Pdhb	1.18	0.98	1.26	0.39	0.94	0.93	1.84	0.92
Lancl1	1.04	0.98	1.07	0.14	0.97	1.1	0.89	1.03
Rps3a	0.95	0.98	1.04	-0.07	0.96	0.92	0.98	0.97
Ogt	0.93	0.98	0.97	-0.12	1.02	1.06	0.94	0.97
Ppil1	1.05	0.98	0.95	-0.13	1.11	1.04	0.85	0.91
Alpk3	1.04	1.05	0.98	0.02	1.01	1.1	0.89	1.08
Strip2	0.96	1.05	1.14	-0.15	1.07	1.09	0.92	0.92
Rpl35a	0.95	1.05	0.97	-0.09	1.03	0.98	0.93	0.96
Tra2a	1.03	0.98	0.88	-0.15	0.85	1.04	0.94	1.03
Terf2	1.07	0.98	0.83	-0.06	0.97	1.04	0.83	0.99
Hook3	0.9	0.98	0.96	-0.08	0.92	0.89	0.98	0.92
Coro1b	1.03	1.05	0.98	0.08	0.98	0.95	1.04	0.99
Rps3	0.97	0.98	1.03	-0.09	0.96	0.89	1.01	1
Rbm20	0.97	1.05	0.94	-0.25	1.06	1.04	0.84	1.04
Palm	0.99	0.98	0.89	-0.15	0.96	0.92	0.98	1
Rps4x	0.96	0.98	1.02	-0.12	0.96	0.89	0.97	0.99
Ablim2	1.01	1.05	0.97	-0.18	1.05	1.03	0.82	1.01
Cdc23	0.85	0.98	0.81	-0.16	0.96	1.02	1.22	1.06
Psma5	0.99	0.98	1.12	-0.1	0.97	0.95	1.1	0.87
Ufd1	0.88	0.98	1.02	0	1.16	1.08	0.97	0.94
Ptbp3	1.03	0.98	0.97	0.02	0.95	0.92	0.95	1.03
NA..4	1.16	0.98	0.8	0.34	0.8	0.77	1.09	0.7
Hsp90aa1	1.02	0.98	1.01	-0.02	0.92	0.98	1.33	0.91
Ank2.3	0.93	1.05	1.01	-0.02	1.04	1	0.83	0.98
Ybx3	0.89	0.98	0.94	-0.27	0.92	0.87	0.85	1.06
Qki	0.88	0.98	0.9	-0.32	1.09	0.96	0.84	0.95
Gm20547	1.1	0.98	1.02	0.17	1.11	1.07	0.75	1.01
Agrn	1.09	1.05	1	0.11	1.02	0.93	0.99	1.04
Sntb2	1	0.98	0.97	-0.12	0.95	0.97	0.89	0.98
Srsf3	0.95	0.98	0.93	-0.19	0.93	0.87	0.96	1.09
Pds5b	0.96	1.05	0.9	-0.21	1.01	1.05	0.89	0.97
Hspa4	0.88	1.05	0.99	-0.3	0.97	0.93	0.99	0.94
Spg7	1.09	0.98	1.14	0.12	0.93	1	1.19	1.1
Ighg3	1.11	1.05	1.27	0.09	0.79	0.9	1.16	1
Rpl39	1.07	1.05	0.97	-0.08	0.95	1.18	0.91	0.96
Ankrd1	0.98	0.98	1.09	0.29	0.94	1.05	1.68	1.11
Pdk2	1.01	0.98	1.1	0.09	0.94	1.05	1.05	1.06
Tomm22	0.98	0.98	1.3	0.4	1.04	0.89	1.46	0.86
Rasip1	1.01	0.98	0.95	-0.11	1	1.01	0.9	1
Htra1	1.04	1.05	1.02	0.13	1.06	0.98	0.95	1.05
Daam1	0.96	0.98	1.04	-0.14	0.93	1.03	0.91	1.04
Gtf3c1	0.9	1.05	0.82	-0.15	0.95	0.97	0.8	0.94
Afdn	1.02	0.98	0.96	-0.1	0.98	1	0.89	1.02
Cul3	1.08	0.98	1.04	0.08	1.03	0.97	1.01	0.97
Ncbp3	1.01	1.05	0.94	-0.16	1.02	1.02	0.83	0.98
Aimp1	0.99	0.98	0.96	-0.09	1.14	1.02	0.88	0.91
Prnp	0.95	1.05	1.04	0.19	1.01	1	1.31	0.98
Tmed2	1.11	0.98	1.04	0.09	1.02	0.99	1.49	0.98
Ppp1r13l	0.92	1.05	0.98	-0.12	1.07	0.99	0.91	0.92
Prrc2a	0.97	0.98	1.05	-0.03	0.95	0.99	0.89	1
Clpb	1.1	1.05	1.07	0.07	0.99	1	0.85	1.04
Dsc2	0.96	1.05	0.9	-0.16	1.05	0.95	0.75	1.04
Ddx54	0.92	1.05	0.93	-0.07	1.04	1.22	0.95	1.03
Mtatp8	1.31	0.98	1.61	0.87	0.99	0.98	2.27	0.8
Tcerg1	0.96	1.05	0.94	-0.23	1.06	1.06	0.88	0.97
Rps20	1.01	0.98	1.02	-0.12	0.98	0.92	0.95	1.01
Tp53bp1	0.96	1.05	1.02	-0.04	0.86	1.13	1	0.94
Nrp1	1.23	0.98	1.33	0.02	1.06	0.97	1.12	1.46
Cyb5b	0.91	0.98	1.12	0.28	1.05	0.92	1.55	0.85
Paf1	0.93	1.05	1	-0.14	0.97	1.09	0.86	0.95
Mylk	1.02	0.98	1.04	0.02	1.11	0.84	0.86	1.06
Stx12	1.04	0.98	1.12	-0.05	0.96	1	1.27	0.94
Timm50	1.23	1.05	1.16	0.29	0.89	0.93	1.17	1.06
Rad21	0.94	1.05	0.94	-0.11	1.07	1.02	0.91	0.95
Gar1	0.92	1.05	0.9	-0.27	1.13	1.09	0.89	0.96
Tmod3	1.03	1.05	0.92	0.07	0.95	1.01	1	1.01
Btf3l4	0.9	0.98	0.98	-0.26	1.05	1	0.93	1.03
Rps5	0.97	0.98	1.08	-0.12	0.94	0.92	0.94	0.97
Lrrc47	1	0.98	1.02	-0.09	0.98	1.01	0.98	1.05
Utp11	0.99	1.05	0.98	-0.26	1.06	1.21	1.06	0.98
Grb14	1.11	0.98	0.96	0	1.02	1.05	0.95	1.02
Mbd2	1.03	1.05	0.91	-0.15	1.06	1.03	0.98	1
Xrcc6	1.39	1.05	1.34	-0.31	0.99	1.15	0.72	0.99
Rrbp1	1.07	0.98	0.95	-0.12	0.94	0.99	0.92	0.93
Pdlim5.2	0.94	0.98	1.06	-0.27	1.01	0.97	1.09	0.91
Rps7	0.99	0.98	1.01	-0.12	0.98	0.93	1.03	0.99
Kdm1a	0.99	1.05	0.89	-0.17	1.02	1.1	0.84	0.96
Stip1	0.99	0.98	1.07	-0.11	1.05	0.88	1.25	0.9
Hist1h1b	0.94	0.98	0.82	-0.41	0.86	0.76	0.95	1.03
Rpn1	1.03	0.98	1	0.05	1.01	0.96	0.97	0.99
Arhgap21	0.95	1.05	0.93	-0.18	1.06	1	0.89	1.09
Tns2	0.93	0.98	1.01	-0.12	1.01	0.92	0.89	1
Mrps23	1.05	1.05	0.97	-0.06	0.85	1	1.06	0.96
Mtpap	1.27	1.05	0.99	-0.25	1.14	0.94	0.91	1.13
Chmp2b	1	0.98	0.93	0.07	0.87	0.9	0.83	1.03
Trir	0.96	0.98	0.91	-0.27	1.02	0.97	0.77	0.88
Lyn	1.14	0.98	0.92	0.08	1.16	1.01	1.07	0.99
Rpl22	0.98	1.05	1.06	-0.06	1.05	0.99	1.05	0.98
Hnrnpul1	0.91	1.05	0.9	-0.21	1.09	0.97	0.87	1.02
Arfgap2	0.97	0.98	0.99	0.03	1.03	0.99	0.94	1.03
Dnm2	1.07	0.98	0.97	0.1	1.02	1.05	0.98	1.01
Ints3	1.16	1.05	1.06	0.16	1.03	0.92	1.14	0.97
Preb	1.07	0.98	1.07	0.03	1.03	1.03	1.01	1.04
Matn2	1.06	1.05	1	0.14	0.98	0.99	0.89	1.17
Gps1	0.97	0.98	1.04	-0.09	1.1	0.91	1.19	0.86
Sun2	0.92	1.05	0.95	-0.17	1.07	1.14	0.81	0.88
Mast4	1.06	0.98	0.76	0.11	0.88	0.92	1.26	1.05
Hspa12b	1.02	1.05	1.01	-0.01	1.03	1	0.9	1.04
Acta1	1	0.98	1.3	0.54	1.14	0.96	1.54	1.12
Rps2	0.95	0.98	1.06	-0.09	0.96	0.89	1.01	1
Magt1	1.04	1.05	1.01	0	0.99	1.04	0.93	1.03
Gnai2	1	1.05	1.06	-0.02	0.98	0.8	1.16	0.98
Rhot2	1.17	0.98	1.09	0.1	0.76	1.21	1.48	1.04
Ufl1	0.94	0.98	1.09	0.04	0.97	1	0.98	0.94
Zc3h11a	0.9	1.05	0.98	-0.41	1.24	1.18	0.8	0.92
Synpo2l	0.91	1.05	1.01	-0.02	1.04	0.97	1.07	0.97
Bicd2	0.88	1.05	0.97	-0.29	1.09	1.03	1.09	0.91
Nbas	1.08	1.05	1.03	0.03	0.98	1	1.16	0.98
Tns1	0.97	1.05	0.96	-0.12	1.02	0.98	0.94	1
Rps16	0.96	0.99	1.02	-0.11	0.96	0.9	1.01	0.99
Itih1	1.12	1.05	1.04	0.02	1.02	1.26	1.05	1.06
Sorbs3	0.99	1.05	1.03	0.02	0.95	0.96	1	1
Mtx2	1	0.99	1.13	0.04	0.99	1.08	1.03	0.98
Arpc5l	1.08	0.99	1.01	0.12	1.06	0.89	1.07	0.97
Nup98	0.91	0.99	0.91	-0.16	0.95	1.09	0.85	0.95
Popdc2	1.04	1.05	1.12	-0.04	0.95	0.86	1.07	1
Lmod2	0.94	1.05	1.05	-0.01	1.13	1.09	1.15	0.96
U2af2	0.98	1.05	0.93	-0.15	1.01	1	0.9	1.08
Smarca5	0.95	1.05	0.91	-0.12	1.07	1.09	0.89	0.93
Stk24	0.95	1.05	1.05	-0.18	1	0.95	0.88	0.97
Prdx5	0.97	0.99	1.09	-0.08	1.15	1.11	0.65	0.98
Dazap1	0.88	0.99	0.91	-0.28	1.03	0.92	0.73	0.99
Ighm	1.71	0.99	0.87	0.79	1.2	1.15	2.36	1.24
Smc3	0.95	1.05	0.87	-0.23	1.01	1.05	0.91	0.97
Tmem177	1.08	0.99	1.03	0.09	1.06	1.02	0.96	1.11
Tsg101	0.65	0.99	1.09	-0.15	1.02	1.06	1.03	0.92
Perm1	1.05	0.99	1	-0.03	1.01	1.04	0.9	0.99
Sf3a3	0.95	0.99	0.94	-0.11	1.01	1.08	0.92	0.98
Parva	0.99	0.99	0.94	-0.12	0.96	0.99	0.92	1.05
Cherp	0.88	0.99	0.96	-0.14	0.84	0.93	0.87	1.09
Polr2c	0.95	0.99	0.97	-0.04	1.04	1.02	0.99	0.93
Tmem109	0.91	0.99	1.07	-0.19	0.93	1.08	1.12	1.02
Actr1a	0.93	1.05	0.96	-0.1	1.03	1.05	1.14	0.95
Lims2	0.97	1.05	0.93	-0.11	1.12	1.04	0.84	1
Tnrc6b	0.93	0.99	0.92	-0.15	0.96	0.89	0.88	0.99
Fgf13	0.99	1.05	0.85	-0.09	1.03	1.07	0.8	0.95
Idh2	1.08	0.99	0.96	0.32	0.88	0.69	0.71	1.21
Sf3b6	0.93	0.99	0.92	-0.18	1.05	1.09	0.93	0.98
Chtop	0.92	1.05	0.87	-0.31	1.01	1.08	0.91	0.95
Vps13a	1.06	0.99	1.32	-0.16	0.73	0.97	1.02	1.09
Tbl1xr1	0.96	0.99	0.89	-0.1	1	0.97	0.98	0.89
Rbm39	0.96	0.99	0.91	-0.15	0.95	0.98	0.86	1.01
Gnb2	1.04	1.05	1.09	-0.06	0.96	0.91	1.14	0.97
Arglu1	0.97	1.05	0.88	-0.23	1.04	1.08	0.81	0.94
Spta1	1.2	1.05	1.05	0.34	0.94	0.89	1.12	1.38
Mycbp	0.95	0.99	0.93	-0.14	0.94	0.89	1.05	0.98
Serbp1	0.92	0.99	0.98	-0.2	1	0.97	0.97	0.96
Ewsr1	0.94	0.99	0.95	-0.32	1	0.97	0.8	0.94
Pnpt1	1.13	0.99	1.01	0.1	0.98	0.99	0.94	1.11
Acadsb	1.14	0.99	0.94	0.04	1.03	1.31	0.85	1.06
Cavin4	1.03	0.99	0.98	-0.15	1.02	1.07	0.94	0.99
Zc3h15	0.94	0.99	0.99	-0.14	0.94	0.95	1	0.99
Apoo	1.06	0.99	1.22	0.45	0.87	0.87	1.6	0.99
Rpl37	1.01	0.99	1.03	-0.08	0.96	0.96	0.98	0.95
Plpp7	1.02	0.99	1.04	-0.08	0.97	1.03	1.09	0.97
Utp14a	0.88	0.99	0.76	-0.13	1.02	0.91	1.01	0.95
Dhx9	0.95	1.05	0.92	-0.23	1.03	1.02	0.84	1.01
Tmem38b	1.02	0.99	0.96	0.04	1.07	0.85	1.11	1.11
Cobll1	1.02	1.05	0.97	-0.1	1.02	1.06	0.88	0.99
Slain2	0.9	1.05	0.99	-0.18	1	1	0.87	1.03
Snrpd1	0.95	1.05	1.14	-0.11	1.11	1.08	0.86	1.01
Rtn4ip1	1.21	0.99	1.06	0.18	1.09	1.08	1.22	1.1
Gpc1	1.15	0.99	1.1	0	0.94	0.98	1.08	1.11
Psma3	1.02	0.99	1.03	-0.08	1.13	0.98	1.1	0.9
Arid1b	0.92	1.05	0.85	-0.04	1.02	1.03	0.93	0.99
Setd3	0.92	0.99	1.01	-0.11	1.08	0.99	1.05	1
Camk2a	1.15	1.05	1.21	0.06	1.09	0.96	0.96	1.01
Polr2a	0.99	1.05	0.92	-0.19	1.02	1.05	0.89	0.97
Dnajc19	1.19	1.05	1.12	-0.04	0.99	1.07	0.98	1.09
Wdr5	0.97	1.05	0.89	-0.13	1.03	1.04	0.85	0.97
Guf1	1.16	1.05	1.05	0	0.97	1.1	1	1.11
Cp	0.97	0.99	1.26	-0.1	0.78	1.21	1.13	1
Fhod1	1.03	1.05	1.02	0.43	1.72	1.01	1.1	1.01
Lemd2	0.99	0.99	1.03	-0.04	0.98	1.07	0.94	0.91
Hmgn1	0.92	1.05	0.87	-0.36	1.02	1.12	0.83	0.84
Mboat7	1.04	1.05	1.4	0.13	0.96	1.02	1.05	0.94
Rbm14	0.91	1.05	0.87	-0.18	1.07	1.06	0.85	1
Hnrnpm	0.94	1.05	0.87	-0.24	1.03	1.04	0.82	0.97
Akap1	0.89	0.99	1.03	0.04	0.97	0.99	1.03	0.92
Ywhae	0.98	1.05	1.06	0.04	1	1.01	1.06	1.02
Pitrm1	0.47	1.05	0.56	-0.54	1.01	0.79	1.42	0.71
Utrn	1.11	0.99	1	-0.19	0.94	0.99	0.94	1.01
Pxk	0.69	0.99	0.82	-0.25	1.13	1.16	1.06	1.12
Dst	1.03	1.05	0.99	-0.04	1.03	0.98	0.84	1.02
Rps14	0.98	0.99	1.01	-0.08	0.99	0.89	1.06	1
Samd4a	0.93	0.99	1.32	-0.08	1.06	1.17	1.11	0.99
Hsd17b12	0.94	1.05	0.94	-0.13	1.05	1.01	0.97	0.95
Dync1i2	1.01	1.05	0.93	0.03	1.03	1.05	0.94	1.01
Cpsf2	1.08	1.05	0.77	-0.08	0.84	1.04	0.86	1.05
Fyco1	0.98	1.05	0.89	-0.35	1.02	1.22	1.07	0.85
Eif2a	0.95	0.99	0.99	-0.08	0.95	0.9	0.96	1.01
Erh	0.94	0.99	0.91	-0.35	1	1.11	0.96	1.02
Dido1	1.04	1.05	0.86	-0.07	0.98	0.95	0.79	1.06
Mrpl46	0.99	0.99	1.03	0.02	1.2	0.91	0.94	0.9
Pls3	1.29	0.99	0.95	-0.03	1.04	1.01	0.98	1.14
Tars	1.06	0.99	0.93	0.11	1.03	1.16	0.98	1.02
Myh6.1	1.02	1.05	0.8	0.19	1	0.92	0.81	0.92
Irgm1	0.86	0.99	0.58	0.1	1.02	1.06	1.3	0.92
Hspd1	1.06	1.05	1.1	0.17	0.94	0.89	1.1	1.02
Spcs3	0.98	0.99	0.98	-0.06	1.04	1.05	1.02	0.97
Cobl	1.02	1.05	1	0.02	0.86	0.94	1.08	1.22
Rdx	1.02	0.99	0.92	-0.09	0.98	1.04	0.85	0.99
Wdr43	0.85	1.05	0.82	-0.06	1.03	1.12	1.05	0.89
Rpl9	0.95	1.05	0.99	-0.06	1.01	1	0.97	0.96
Cpsf6	0.99	1.05	0.94	-0.19	0.96	0.92	0.89	1.08
Abcb7	1.15	1.05	1.02	0.07	0.96	0.88	1.09	1.02
Ik	0.95	0.99	0.87	-0.21	1.1	1.04	0.99	1.11
Gpx1	1.04	0.99	1.07	0.25	0.86	0.98	0.94	1.16
Map4	1.01	1.05	1.02	0	1	1.01	1.02	1
Ythdf3	0.94	0.99	1.07	-0.2	1.02	0.94	0.89	1
Hist1h2bc	0.92	1.05	0.84	-0.32	1.05	1.02	0.84	0.94
Surf4	1.19	1.05	1.2	0.02	0.89	0.92	1.12	0.88
Tgfbi	1.04	0.99	1.03	-0.02	0.88	0.89	0.89	0.97
Arpc1b	1.09	1.04	0.92	0.24	0.94	0.9	1.11	0.99
Iba57	1.01	0.99	1.17	0.15	1.02	1.01	0.94	0.99
Wdr18	0.88	0.99	0.95	-0.22	1.06	1.06	0.93	0.98
U2surp	1.02	0.99	0.95	-0.14	0.99	1.1	0.98	1.03
Dnajc9	0.9	1.04	0.83	-0.21	1.01	1.23	0.83	1.01
Prpf4b	0.92	0.99	1.03	-0.15	1.05	1.07	0.93	1.04
Wasf2	1.01	0.99	0.96	-0.05	0.95	1.01	0.99	0.97
Abcc8	1.02	1.04	0.94	-0.23	0.99	1.05	1.08	1.06
Fsd1l	0.9	0.99	0.97	0.01	1.02	1.15	0.94	1.01
Pdlim3	1.07	0.99	1.1	-0.02	1.14	0.97	0.98	1.02
Plcb4	1.07	0.99	1	0.14	1.12	1.01	0.88	1.08
Lmnb1	0.9	1.04	0.86	-0.37	0.95	0.94	0.79	0.97
Mlycd	1.1	0.99	1.02	0.11	1.05	0.91	1.01	1.12
Dcn	1.01	1.04	1.03	-0.06	0.82	0.82	0.87	1.12
Ndufaf3	1.11	1.04	1.08	0.17	0.98	0.99	1.01	1.04
Cand1	1.09	0.99	0.94	0.22	0.96	0.88	1.01	0.91
Acaa2	1.15	1.04	0.95	0.11	1.14	0.97	0.64	1.11
Rps27a	0.92	1.04	0.92	-0.14	1.08	0.92	0.98	0.95
Mbd3	0.85	0.99	0.86	-0.03	1.24	1.22	0.76	0.91
Ralgapb	1.01	0.99	0.96	0.01	0.99	1.13	0.88	1
Fer	0.97	1.04	0.87	0.07	1.02	1	0.74	0.97
Kctd12b	1.06	0.99	0.89	0.01	1.07	0.78	0.91	0.92
Rpl7	0.96	1.04	1.01	-0.07	1.03	0.99	1.01	0.95
Coro1c	1.04	1.04	0.89	-0.14	0.93	0.97	0.9	1.01
Eif3a	0.98	0.99	1.09	-0.09	0.91	0.87	1.01	0.98
Prpf8	0.99	1.04	0.97	-0.13	1.02	1.11	0.9	1
Nudt21	0.93	1.04	0.86	-0.18	0.98	0.96	0.84	1.1
Mrpl1	1.35	0.99	1.06	0.06	0.93	1.06	0.96	1.11
Dnajc16	1.06	1.04	1.18	-0.02	1.06	1.13	1	1
Alpl	0.97	1.04	0.93	-0.21	0.96	0.76	0.95	1.03
Slc16a1	0.97	0.99	0.9	0.15	0.98	0.77	1.1	1.17
Dync1li2	0.96	1.04	0.9	-0.04	0.99	0.99	0.78	0.98
Emc3	1.03	0.99	1.03	0.07	1.02	1.03	1.1	1.01
Frmd5	0.95	1.04	1.06	0.01	1.11	1.07	0.89	1.14
Tmpo.1	0.91	1.04	0.93	-0.27	1.05	0.96	0.87	1.02
Ptrh2	1	1.04	1.16	0.26	0.96	0.9	1.28	0.99
Rps25	0.95	0.99	1.03	-0.14	0.96	0.87	1.01	0.98
Fech	1.02	0.99	1.03	0.02	1	0.98	0.92	1.08
Mdh1	1.09	1.04	0.88	0.17	0.84	0.74	0.87	1.45
Apool	0.95	0.99	1.07	0	1	1	1.02	1.01
Ptbp1	0.97	1.04	0.85	-0.21	1	0.98	0.93	1.02
Hacd3	1.09	0.99	1.02	0.06	0.91	0.99	1.01	1.1
Ckap5	0.93	1.04	0.98	-0.03	0.98	1.01	0.97	1.01
Eif3m	0.94	0.99	1.06	-0.05	0.92	0.83	1.09	0.95
Bphl	1.1	1.04	1.1	0.32	0.71	0.5	1.22	0.95
Pogz	0.88	1.04	0.9	-0.19	0.92	1	0.79	0.96
Gtf2i	0.94	1.04	0.88	-0.27	1.01	1.1	0.8	0.92
Nup37	0.94	0.99	0.99	-0.09	0.98	1.13	0.86	0.94
Oxnad1	1.01	1.04	1.02	0.26	1.01	1.26	0.6	1.05
Dhrs7b	1	0.99	1.06	0.06	0.96	1.07	0.9	1
Cox15	1.08	0.99	1.04	-0.06	0.89	1.03	0.97	1.08
Bcas2	0.94	1.04	0.94	-0.12	1.05	1.1	0.99	0.99
Ssr1	1.01	1.04	1.02	-0.03	0.96	0.96	1.07	0.98
Eif5b	1.02	1.04	1.01	0.04	0.96	0.99	1.01	1.09
Rsu1	1.02	1.04	0.94	-0.01	0.95	1.07	0.93	1.04
Mapre2	1.15	1.04	1.08	0.16	0.91	1	1.12	1.09
Pex10	0.81	1.04	1.1	0.11	0.9	0.9	1.01	0.99
Hcfc1	0.94	1.04	0.88	-0.25	1.03	1.03	0.81	0.93
Frmd4a	0.83	1.04	0.8	-0.16	0.95	0.92	0.65	1.08
Pdlim7	1.08	0.99	0.95	0.1	0.96	0.93	0.86	1.02
Usp39	1.02	1.04	1	-0.22	1.05	1.1	0.98	1.01
Sf3b3	0.97	1.04	0.94	-0.2	1.03	1.08	0.89	1
Dnajc11	1.01	0.99	1.11	0.08	0.99	1.06	1.06	1.08
Psip1	0.93	0.99	0.91	-0.29	1	1.02	0.86	0.88
Ociad1	1	0.99	1.25	0.27	0.97	0.93	1.46	0.96
Stoml2	1.03	0.99	1.13	0.2	1.07	1.19	1.48	0.95
Sf3a1	0.96	1.04	0.95	-0.18	1.03	1.08	0.93	0.98
Pbxip1	1.01	1.04	1.26	0.11	1	1	1.21	0.96
Pfkm	1.36	1.04	0.89	0.31	0.95	0.99	1	1.28
Raver1	1.01	0.99	0.9	-0.15	1.06	1.01	0.87	0.97
Farsb	0.96	1.04	1.04	-0.06	1.03	0.97	0.91	0.96
Ssr4	0.99	1.04	1.1	-0.04	1	0.98	0.95	0.97
Rbm42	0.88	1.04	0.99	-0.26	1.09	1.04	0.9	1.04
Sptan1.1	0.95	1.04	0.95	-0.11	0.99	1	0.82	1
